1,2,3,4,5,6,7,8,9,10,11,12,13
98051993,2013/1/27 00:00,2014/2/9 00:00,,,,2013/2/20 00:00,TRUE,2,,,,A
99051746,2013/1/28 00:00,,,,,2013/2/20 00:00,TRUE,1,,,母,A
99051751,2013/1/27 00:00,2015/1/8 00:00,L9,,,2013/2/20 00:00,TRUE,1,,,,A
99051753,2013/1/30 00:00,2014/7/31 00:00,L13,,,2013/2/20 00:00,TRUE,1,,,,A
99051754,2013/1/17 00:00,2014/4/7 00:00,,,,2013/2/20 00:00,TRUE,1,,,,A
99051755,2013/2/1 00:00,2014/12/6 00:00,L15,,,2013/2/20 00:00,TRUE,1,,,,A
99051759,2013/2/7 00:00,2013/11/8 00:00,L17,,,2013/2/20 00:00,TRUE,1,,,,A
99051762,2013/1/30 00:00,2014/1/22 00:00,L12,,,2013/2/20 00:00,TRUE,1,,,,A
99051771,2013/1/30 00:00,2014/6/25 00:00,L14,,,2013/2/20 00:00,TRUE,1,,,,A
95121911,2013/2/3 00:00,,,,,2013/2/23 00:00,TRUE,3,1,,,B
97124161,2013/2/12 00:00,,,,,2013/2/23 00:00,TRUE,3,2,,,B
97124165,2013/2/14 00:00,,,,,2013/2/23 00:00,TRUE,3,1,,,B
97124186,2013/2/18 00:00,2014/5/22 00:00,,,,2013/2/23 00:00,TRUE,3,2,,,B
98091824,2013/2/18 00:00,2014/12/11 00:00,,,560,2013/2/23 00:00,TRUE,2,1,,,B
98091827,2013/2/6 00:00,2014/8/13 00:00,,,,2013/2/23 00:00,TRUE,2,1,,,B
98091828,2013/2/1 00:00,,,,,2013/2/23 00:00,TRUE,2,1,,,B
98122743,2013/1/10 00:00,,,,,2013/2/23 00:00,TRUE,3,,,,B
98127826,2013/1/30 00:00,,,,,2013/2/23 00:00,TRUE,2,,,,B
99127594,2013/1/1 00:00,2013/10/18 00:00,,,,2013/2/23 00:00,TRUE,1,2,,,B
99127634,2013/1/31 00:00,,,,,2013/2/23 00:00,TRUE,2,2,,,B
99127644,2013/2/4 00:00,2014/6/14 00:00,,,,2013/2/23 00:00,TRUE,2,1,,,B
99127647,2013/2/17 00:00,2014/9/21 00:00,,,,2013/2/23 00:00,TRUE,2,1,,,B
99127648,2013/2/3 00:00,2014/12/20 00:00,,,,2013/2/23 00:00,TRUE,2,1,,,B
94123926,2013/1/31 00:00,,,,,2013/2/23 00:00,TRUE,4,1,,,B
96126986,2013/1/31 00:00,,,,,2013/2/23 00:00,TRUE,3,1,,,B
99127585,2013/2/14 00:00,2013/12/7 00:00,,,,2013/2/23 00:00,TRUE,1,2,,,B
99127597,2013/1/27 00:00,2014/3/22 00:00,,,,2013/2/23 00:00,TRUE,1,1,,,B
99127665,2013/2/15 00:00,,,,,2013/2/23 00:00,TRUE,1,,,,B
122598,2013/2/2 00:00,,,,,2013/2/23 00:00,TRUE,1,2,,,B
122599,2013/2/19 00:00,2013/11/26 00:00,,,,2013/2/23 00:00,TRUE,1,1,,,B
122602,2013/2/4 00:00,2014/3/12 00:00,,,,2013/2/23 00:00,TRUE,1,1,,,B
122603,2013/1/30 00:00,2014/11/16 00:00,,,,2013/2/23 00:00,TRUE,1,1,,,B
122604,2013/2/1 00:00,2014/8/10 00:00,,,,2013/2/23 00:00,TRUE,1,1,,,B
122613,2013/1/28 00:00,2014/4/28 00:00,,,,2013/2/23 00:00,TRUE,1,2,,,B
122619,2013/2/12 00:00,2014/4/6 00:00,,,,2013/2/23 00:00,TRUE,1,1,,,B
122764,2013/2/11 00:00,2014/4/6 00:00,,,,2013/2/23 00:00,TRUE,1,1,,,B
122627,2013/2/16 00:00,2014/2/9 00:00,,,,2013/2/23 00:00,TRUE,1,2,,,B
95181686,2013/2/21 00:00,2014/7/20 00:00,2188118,,690,2013/2/26 00:00,TRUE,6,,,,C
98186939,2013/2/10 00:00,2014/8/1 00:00,,,570,2013/2/26 00:00,TRUE,2,2,,,C
99183206,2013/2/17 00:00,2013/10/25 00:00,2188117,,540,2013/2/26 00:00,TRUE,1,,,,C
99183177,2013/2/4 00:00,2013/10/30 00:00,2188115,,580,2013/2/26 00:00,TRUE,2,1,,,C
93053215,2013/3/3 00:00,,,,,2013/3/21 00:00,TRUE,6,,,,A
93053241,2013/3/5 00:00,2014/11/13 00:00,L25,,,2013/3/21 00:00,TRUE,5,,,,A
95051797,2013/2/24 00:00,,L20,,,2013/3/21 00:00,TRUE,5,,,,A
95051810,2013/3/8 00:00,2014/6/4 00:00,,,,2013/3/21 00:00,TRUE,2,,,,A
96051835,2013/2/28 00:00,2013/12/5 00:00,L21,,,2013/3/21 00:00,TRUE,3,,,,A
96051845,2013/1/11 00:00,2014/5/26 00:00,L7,,,2013/3/21 00:00,TRUE,2,,,,A
96051853,2013/3/15 00:00,,,,,2013/3/21 00:00,TRUE,3,,,,A
96051875,2013/2/23 00:00,2014/4/22 00:00,,,,2013/3/21 00:00,TRUE,3,,,,A
97051414,2013/2/26 00:00,2014/11/16 00:00,,,,2013/3/21 00:00,TRUE,3,,,,A
97051476,2013/3/8 00:00,2014/6/4 00:00,L28,,,2013/3/21 00:00,TRUE,2,,,,A
98051964,2013/3/13 00:00,2015/5/7 00:00,,,,2013/3/21 00:00,TRUE,2,,,,A
98052002,2013/3/2 00:00,,,,,2013/3/21 00:00,TRUE,1,,,,A
99051723,2013/3/4 00:00,2015/6/14 00:00,L24,,,2013/3/21 00:00,TRUE,1,,,,A
99051748,2013/3/2 00:00,,L22,,,2013/3/21 00:00,TRUE,1,,,,A
99051750,2013/3/6 00:00,2013/12/4 00:00,L27,,,2013/3/21 00:00,TRUE,1,,,,A
99051752,2013/3/3 00:00,2014/9/10 00:00,L23,,,2013/3/21 00:00,TRUE,1,,,,A
99051757,2013/3/6 00:00,,L26,,,2013/3/21 00:00,TRUE,1,,,,A
52612,2013/1/1 00:00,2014/1/12 00:00,L1,,,2013/3/21 00:00,TRUE,1,,,,A
52631,2013/3/20 00:00,2014/7/19 00:00,L29,,,2013/3/21 00:00,TRUE,1,,,,A
95181703,2013/3/15 00:00,2014/11/26 00:00,,,680,2013/3/27 00:00,TRUE,5,1,,,C
98186924,2013/3/9 00:00,2014/6/19 00:00,,,625,2013/3/27 00:00,TRUE,3,2,,,C
98186925,2013/3/1 00:00,,2188122,,600,2013/3/27 00:00,TRUE,2,1,,,C
98186926,2013/3/21 00:00,,,,620,2013/3/27 00:00,TRUE,3,1,,,C
99183186,2013/3/22 00:00,,,,585,2013/3/27 00:00,TRUE,2,1,,,C
185269,2013/3/1 00:00,2014/12/20 00:00,2188121,,540,2013/3/27 00:00,TRUE,1,1,,,C
185285,2013/3/2 00:00,2014/1/3 00:00,2188123,,570,2013/3/27 00:00,TRUE,1,1,,,C
185275,2013/2/26 00:00,2013/11/25 00:00,,,550,2013/3/27 00:00,TRUE,1,2,,,C
185274,2013/3/8 00:00,2015/5/28 00:00,2188124,,560,2013/3/27 00:00,TRUE,1,1,,,C
185283,2013/3/11 00:00,2014/1/20 00:00,2188125,,560,2013/3/27 00:00,TRUE,1,1,,,C
185262,2013/3/17 00:00,2014/2/25 00:00,2188127,,580,2013/3/27 00:00,TRUE,1,2,,,C
185277,2013/2/26 00:00,2014/1/20 00:00,2188120,,530,2013/3/27 00:00,TRUE,1,1,,,C
96051828,2013/3/22 00:00,,,,,2013/4/19 00:00,TRUE,3,,,,A
99051768,2013/3/24 00:00,,,,,2013/4/19 00:00,TRUE,1,,,,A
52614,2013/3/30 00:00,2014/4/7 00:00,L31,,,2013/4/19 00:00,TRUE,1,,,,A
52618,2013/3/24 00:00,2014/3/7 00:00,L30,,,2013/4/19 00:00,TRUE,1,,,,A
95181722,2013/4/6 00:00,2014/2/26 00:00,,,650,2013/4/23 00:00,TRUE,5,1,,,C
185276,2013/3/31 00:00,2014/3/25 00:00,2188128,,530,2013/4/23 00:00,TRUE,1,2,,,C
185268,2013/3/25 00:00,2014/3/25 00:00,,,550,2013/4/23 00:00,TRUE,1,1,,,C
95121830,2013/4/10 00:00,2014/6/24 00:00,,,,2013/4/30 00:00,TRUE,5,1,,,B
95121900,2013/3/25 00:00,,,,,2013/4/30 00:00,TRUE,4,2,,,B
97124164,2013/3/6 00:00,,,,,2013/4/30 00:00,TRUE,3,2,,,B
10837547,2013/4/28 00:00,,,,,2013/4/30 00:00,TRUE,3,1,,,B
98127845,2013/3/23 00:00,2014/1/18 00:00,,,,2013/4/30 00:00,TRUE,2,1,,,B
96121456,2013/4/15 00:00,2014/8/25 00:00,,,,2013/4/30 00:00,TRUE,3,2,,,B
99127656,2013/3/19 00:00,2014/3/22 00:00,,,,2013/4/30 00:00,TRUE,2,2,,,B
99127661,2013/4/9 00:00,,,,,2013/4/30 00:00,TRUE,2,2,,,B
99127666,2013/2/27 00:00,2014/1/25 00:00,,,,2013/4/30 00:00,TRUE,2,1,,,B
99127667,2013/2/28 00:00,2014/8/13 00:00,,,,2013/4/30 00:00,TRUE,2,1,,,B
99127565,2013/3/19 00:00,2014/11/6 00:00,,,,2013/4/30 00:00,TRUE,1,,,,B
99127581,2013/3/2 00:00,2014/11/22 00:00,,,,2013/4/30 00:00,TRUE,1,1,,,B
99127596,2013/2/13 00:00,2013/11/26 00:00,,,,2013/4/30 00:00,TRUE,1,1,,,B
99127587,2013/4/28 00:00,,,,,2013/4/30 00:00,TRUE,1,1,,,B
122606,2013/3/12 00:00,2013/11/26 00:00,,,,2013/4/30 00:00,TRUE,1,2,,,B
122607,2013/3/25 00:00,2014/2/23 00:00,,,,2013/4/30 00:00,TRUE,1,1,,,B
122621,2013/3/19 00:00,2014/5/27 00:00,,,,2013/4/30 00:00,TRUE,1,1,,,B
122622,2013/4/15 00:00,2015/8/13 00:00,,,,2013/4/30 00:00,TRUE,1,1,,,B
122623,2013/3/11 00:00,,,,,2013/4/30 00:00,TRUE,1,1,,,B
122624,2013/3/22 00:00,2014/7/17 00:00,,,,2013/4/30 00:00,TRUE,1,2,,,B
122625,2013/3/20 00:00,2015/6/19 00:00,,,,2013/4/30 00:00,TRUE,1,1,,,B
122628,2013/3/3 00:00,2014/2/9 00:00,,,,2013/4/30 00:00,TRUE,1,1,,,B
122630,2013/3/4 00:00,2014/11/22 00:00,,,,2013/4/30 00:00,TRUE,1,2,,,B
122631,2013/3/26 00:00,2014/5/22 00:00,,,,2013/4/30 00:00,TRUE,1,1,,,B
122633,2013/3/4 00:00,2014/1/18 00:00,,,,2013/4/30 00:00,TRUE,1,2,,,B
122635,2013/4/10 00:00,2014/7/17 00:00,,,,2013/4/30 00:00,TRUE,1,1,,,B
122640,2013/4/18 00:00,2014/7/17 00:00,,,,2013/4/30 00:00,TRUE,1,1,,,B
122644,2013/4/8 00:00,2014/12/28 00:00,,,,2013/4/30 00:00,TRUE,1,1,,,B
122762,2013/3/14 00:00,2014/1/15 00:00,,,,2013/4/30 00:00,TRUE,1,1,,,B
122763,2013/3/10 00:00,2014/9/30 00:00,,,,2013/4/30 00:00,TRUE,1,2,,,B
122766,2013/3/7 00:00,2013/12/7 00:00,,,,2013/4/30 00:00,TRUE,1,1,,,B
122767,2013/3/14 00:00,2014/5/22 00:00,,,,2013/4/30 00:00,TRUE,1,2,,,B
99051736,2013/5/11 00:00,2014/9/10 00:00,L34,,,2013/5/22 00:00,TRUE,1,,,,A
99051737,2013/5/3 00:00,2014/5/26 00:00,,,,2013/5/22 00:00,TRUE,1,,,,A
97051427,2013/1/7 00:00,2013/12/10 00:00,L4,,,2013/5/22 00:00,TRUE,2,,,,A
96051878,2013/5/16 00:00,,,,,2013/5/22 00:00,TRUE,3,,,,A
96051866,2013/5/7 00:00,,L33,,,2013/5/22 00:00,TRUE,2,,,,A
97051474,2013/5/3 00:00,,,,,2013/5/22 00:00,TRUE,3,,,,A
97051478,2013/4/20 00:00,2014/3/7 00:00,,,,2013/5/22 00:00,TRUE,3,,,,A
98051962,2013/5/17 00:00,,L35,,,2013/5/22 00:00,TRUE,2,,,,A
98052003,2013/5/20 00:00,2014/7/19 00:00,L36,,,2013/5/22 00:00,TRUE,1,,,,A
95181725,2013/4/29 00:00,,2188133,,680,2013/5/27 00:00,TRUE,5,1,,,C
97182625,2013/4/29 00:00,2014/12/25 00:00,2188134,,630,2013/5/27 00:00,TRUE,3,1,,,C
98186923,2013/4/25 00:00,2014/10/28 00:00,2188131,,550,2013/5/27 00:00,TRUE,2,2,,,C
99183180,2013/5/12 00:00,2015/1/25 00:00,2188139,,570,2013/5/27 00:00,TRUE,2,1,,,C
99183182,2013/5/24 00:00,2015/1/5 00:00,2188143,,585,2013/5/27 00:00,TRUE,2,1,,,C
99183187,2013/5/4 00:00,,2188136,,575,2013/5/27 00:00,TRUE,2,2,,,C
99183192,2013/4/26 00:00,2014/1/20 00:00,2188132,,550,2013/5/27 00:00,TRUE,2,,,,C
99183201,2013/4/30 00:00,2014/2/25 00:00,2188135,,560,2013/5/27 00:00,TRUE,2,1,,,C
185278,2013/4/24 00:00,2014/3/20 00:00,2188130,,550,2013/5/27 00:00,TRUE,1,2,,,C
185284,2013/4/21 00:00,2014/8/15 00:00,2188129,,530,2013/5/27 00:00,TRUE,1,1,,,C
185291,2013/5/9 00:00,,2188138,,570,2013/5/27 00:00,TRUE,1,,,,C
185282,2013/5/6 00:00,2014/3/25 00:00,2188137,,540,2013/5/27 00:00,TRUE,1,2,,,C
185286,2013/5/8 00:00,2015/6/25 00:00,2188141,,580,2013/5/27 00:00,TRUE,1,2,,,C
185264,2013/5/17 00:00,,2188140,,530,2013/5/27 00:00,TRUE,1,1,,,C
96126915,2013/5/27 00:00,2014/7/21 00:00,,,,2013/5/28 00:00,TRUE,4,2,,,B
97124122,2013/5/18 00:00,,,,,2013/5/28 00:00,TRUE,3,2,,,B
97124141,2013/5/17 00:00,2014/5/27 00:00,,,,2013/5/28 00:00,TRUE,3,2,,,B
10837533,2013/5/27 00:00,,,,,2013/5/28 00:00,TRUE,3,2,,,B
98122714,2013/5/5 00:00,2013/11/3 00:00,,,,2013/5/28 00:00,TRUE,3,1,,,B
98122734,2013/5/5 00:00,,,,,2013/5/28 00:00,TRUE,3,1,,,B
99127633,2013/5/22 00:00,2013/12/16 00:00,,,,2013/5/28 00:00,TRUE,2,1,,,B
122643,2013/5/14 00:00,2014/7/5 00:00,,,,2013/5/28 00:00,TRUE,1,1,,,B
122646,2013/5/19 00:00,2014/6/24 00:00,,,,2013/5/28 00:00,TRUE,1,1,,,B
122654,2013/5/20 00:00,2014/12/28 00:00,,,,2013/5/28 00:00,TRUE,1,1,,,B
99127670,2013/3/8 00:00,2014/6/14 00:00,,,,2013/5/28 00:00,TRUE,1,1,,,B
99127584,2013/5/17 00:00,,,,,2013/5/28 00:00,TRUE,1,2,,,B
99127592,2013/5/7 00:00,2014/8/13 00:00,,,,2013/5/28 00:00,TRUE,1,1,,,B
122637,2013/5/23 00:00,2014/7/26 00:00,,,,2013/5/28 00:00,TRUE,1,1,,,B
10837567,2013/6/6 00:00,2014/7/17 00:00,,,,2013/6/25 00:00,TRUE,2,,,,B
88121409,2013/6/22 00:00,,,,560,2013/6/25 00:00,TRUE,3,1,,,B
99127663,2013/6/5 00:00,2014/7/17 00:00,,,,2013/6/25 00:00,TRUE,2,2,,,B
122601,2013/6/16 00:00,2014/5/27 00:00,,,,2013/6/25 00:00,TRUE,1,1,,,B
122638,2013/6/16 00:00,,,,,2013/6/25 00:00,TRUE,1,2,,,B
122642,2013/6/15 00:00,2014/7/26 00:00,,,,2013/6/25 00:00,TRUE,1,2,,,B
97182632,2013/5/25 00:00,,2188144,,600,2013/6/26 00:00,TRUE,2,2,,,C
98186934,2013/6/23 00:00,2014/7/15 00:00,,,610,2013/6/26 00:00,TRUE,3,1,,,C
98186938,2013/6/22 00:00,2014/4/23 00:00,,,620,2013/6/26 00:00,TRUE,3,1,,,C
99183193,2013/5/25 00:00,2014/7/20 00:00,,,575,2013/6/26 00:00,TRUE,2,2,,,C
99183200,2013/5/25 00:00,2014/11/26 00:00,2188145,,565,2013/6/26 00:00,TRUE,2,1,,,C
99183204,2013/5/31 00:00,2013/12/25 00:00,2188146,,570,2013/6/26 00:00,TRUE,2,1,,,C
95051781,2013/1/8 00:00,,L5,,,2013/6/26 00:00,TRUE,4,,,,A
98051971,2013/6/3 00:00,2014/3/5 00:00,L39,,,2013/6/26 00:00,TRUE,2,,,,A
98051987,2013/1/5 00:00,2014/1/4 00:00,L3,,,2013/6/26 00:00,TRUE,1,,,,A
99051744,2013/6/14 00:00,2014/9/24 00:00,L41,,,2013/6/26 00:00,TRUE,1,,,,A
99051747,2013/1/9 00:00,2014/7/25 00:00,L6,,,2013/6/26 00:00,TRUE,1,,,,A
99051716,2013/6/12 00:00,,,,,2013/6/26 00:00,TRUE,1,,,,A
99051767,2013/6/2 00:00,,,,,2013/6/26 00:00,TRUE,1,,,,A
99051717,2013/6/10 00:00,,,,,2013/6/26 00:00,TRUE,1,,,,A
52627,2013/6/19 00:00,2016/1/1 00:00,L45,,,2013/6/26 00:00,TRUE,1,,,,A
52628,2013/6/14 00:00,,L42,,,2013/6/26 00:00,TRUE,1,,,,A
52630,2013/5/24 00:00,2015/5/30 00:00,L37,,,2013/6/26 00:00,TRUE,1,,,,A
52634,2013/6/6 00:00,2015/1/13 00:00,L40,,,2013/6/26 00:00,TRUE,1,,,,A
52636,2013/5/28 00:00,,L38,,,2013/6/26 00:00,TRUE,1,,,,A
52638,2013/6/15 00:00,2014/9/17 00:00,L43,,,2013/6/26 00:00,TRUE,1,,,,A
52639,2013/6/19 00:00,2015/5/11 00:00,L44,,,2013/6/26 00:00,TRUE,1,,,,A
52648,2013/6/22 00:00,2014/10/9 00:00,L46,,,2013/6/26 00:00,TRUE,1,,,,A
185294,2013/5/29 00:00,2014/9/20 00:00,,,560,2013/6/26 00:00,TRUE,1,1,,,C
185281,2013/5/22 00:00,2015/4/25 00:00,2188142,,560,2013/6/26 00:00,TRUE,1,1,,,C
185297,2013/6/5 00:00,,,,550,2013/6/26 00:00,TRUE,1,2,,,C
185293,2013/6/15 00:00,2014/4/23 00:00,2188147,,570,2013/6/26 00:00,TRUE,1,1,,,C
96185483,2013/7/13 00:00,,,,620,2013/7/26 00:00,TRUE,4,2,,,C
96185493,2013/7/22 00:00,,2188148,,660,2013/7/26 00:00,TRUE,4,,,,C
98186929,2013/7/22 00:00,2014/9/20 00:00,,,620,2013/7/26 00:00,TRUE,3,1,,,C
99183188,2013/7/20 00:00,2014/7/20 00:00,,,570,2013/7/26 00:00,TRUE,2,1,,,C
99183207,2013/7/5 00:00,,,,590,2013/7/26 00:00,TRUE,2,1,,,C
122611,2013/3/12 00:00,,,,,2013/7/29 00:00,TRUE,1,,,,B
95121839,2013/7/21 00:00,,,,560,2013/7/29 00:00,TRUE,4,1,,,B
97124120,2013/6/29 00:00,2014/5/22 00:00,,,522,2013/7/29 00:00,TRUE,4,2,,,B
98091825,2013/7/14 00:00,,,,,2013/7/29 00:00,TRUE,2,2,,,B
99127559,2013/7/12 00:00,2014/9/30 00:00,,,,2013/7/29 00:00,TRUE,2,1,,,B
99127568,2013/7/21 00:00,,,,,2013/7/29 00:00,TRUE,2,1,,,B
98122725,2013/6/29 00:00,,,,,2013/7/29 00:00,TRUE,2,1,,,B
122760,2013/7/10 00:00,2014/7/5 00:00,,,,2013/7/29 00:00,TRUE,1,1,,,B
99127671,2013/7/13 00:00,,,,,2013/7/29 00:00,TRUE,1,1,,,B
122610,2013/7/19 00:00,,,,,2013/7/29 00:00,TRUE,1,1,,,B
122626,2013/7/8 00:00,2014/7/17 00:00,,,,2013/7/29 00:00,TRUE,1,1,,,B
122629,2013/7/7 00:00,2014/5/22 00:00,,,,2013/7/29 00:00,TRUE,1,2,,,B
122649,2013/6/30 00:00,2014/7/17 00:00,,,,2013/7/29 00:00,TRUE,1,2,,,B
122655,2013/7/22 00:00,2014/9/30 00:00,,,,2013/7/29 00:00,TRUE,1,,,,B
122663,2013/6/28 00:00,2014/6/14 00:00,,,,2013/7/29 00:00,TRUE,1,2,,,B
124310,2013/7/1 00:00,2014/4/20 00:00,,,,2013/7/29 00:00,TRUE,1,,,,B
97051412,2013/7/24 00:00,2014/3/22 00:00,,,,2013/7/31 00:00,TRUE,3,,,,A
97051453,2013/1/12 00:00,2014/8/7 00:00,,,,2013/7/31 00:00,TRUE,2,,,,A
97051466,2013/6/26 00:00,,,,,2013/7/31 00:00,TRUE,2,,,,A
98051969,2013/7/18 00:00,,L50,,,2013/7/31 00:00,TRUE,2,,,,A
98051982,2013/7/7 00:00,2014/5/15 00:00,,,,2013/7/31 00:00,TRUE,2,,,,A
99051763,2013/7/16 00:00,2014/10/2 00:00,,,,2013/7/31 00:00,TRUE,1,,,,A
52622,2013/7/6 00:00,2015/4/15 00:00,,,,2013/7/31 00:00,TRUE,1,,,,A
52624,2013/7/13 00:00,2014/7/19 00:00,,,,2013/7/31 00:00,TRUE,1,,,,A
52629,2013/6/28 00:00,,L47,,,2013/7/31 00:00,TRUE,1,,,,A
52613,2013/6/28 00:00,2014/5/3 00:00,L48,,,2013/7/31 00:00,TRUE,1,,,,A
52635,2013/7/19 00:00,2016/10/19 00:00,L51,,,2013/7/31 00:00,TRUE,1,,,,A
95181690,2013/8/8 00:00,,2188149,,670,2013/8/26 00:00,TRUE,5,1,,,C
95181723,2013/8/20 00:00,2014/7/15 00:00,,,655,2013/8/26 00:00,TRUE,6,,,,C
185301,2013/8/16 00:00,2015/4/10 00:00,2188150,,540,2013/8/26 00:00,TRUE,1,1,,,C
87121675,2013/8/1 00:00,,,,,2013/8/28 00:00,TRUE,2,2,,,B
96123552,2013/8/6 00:00,2014/6/24 00:00,,,580,2013/8/28 00:00,TRUE,4,1,,,B
98126043,2013/8/18 00:00,2014/6/24 00:00,,,,2013/8/28 00:00,TRUE,3,1,,,B
10837561,2013/7/23 00:00,2014/9/18 00:00,,,,2013/8/28 00:00,TRUE,3,1,,,B
98122729,2013/8/5 00:00,2014/11/6 00:00,,,,2013/8/28 00:00,TRUE,3,1,,,B
98127841,2013/7/24 00:00,2014/6/14 00:00,,,,2013/8/28 00:00,TRUE,2,1,,,B
99127552,2013/8/18 00:00,2014/6/14 00:00,,,,2013/8/28 00:00,TRUE,2,1,,,B
99127617,2013/8/18 00:00,2013/10/1 00:00,,,,2013/8/28 00:00,TRUE,2,2,,,B
87121413,2013/8/11 00:00,2014/7/17 00:00,,,,2013/8/28 00:00,TRUE,3,2,,,B
99127637,2013/7/30 00:00,2014/10/25 00:00,,,,2013/8/28 00:00,TRUE,2,2,,,B
99127646,2013/8/15 00:00,,,,,2013/8/28 00:00,TRUE,2,2,,,B
99127655,2013/7/21 00:00,2014/7/17 00:00,,,,2013/8/28 00:00,TRUE,2,2,,,B
99127672,2013/7/27 00:00,2014/7/17 00:00,,,,2013/8/28 00:00,TRUE,2,2,,,B
99127674,2013/7/22 00:00,2014/6/24 00:00,,,,2013/8/28 00:00,TRUE,2,1,,,B
99127641,2013/7/23 00:00,2014/8/25 00:00,,,,2013/8/28 00:00,TRUE,2,2,,,B
122770,2013/8/20 00:00,2014/7/5 00:00,,,,2013/8/28 00:00,TRUE,1,1,,,B
122771,2013/8/20 00:00,2014/6/24 00:00,,,,2013/8/28 00:00,TRUE,1,1,,,B
122616,2013/8/5 00:00,2014/11/28 00:00,,,,2013/8/28 00:00,TRUE,1,2,,,B
122632,2013/7/26 00:00,2014/6/24 00:00,,,,2013/8/28 00:00,TRUE,1,2,,,B
122636,2013/8/18 00:00,2015/6/2 00:00,,,,2013/8/28 00:00,TRUE,1,2,,,B
122652,2013/8/11 00:00,,,,,2013/8/28 00:00,TRUE,1,1,,,B
122662,2013/8/7 00:00,2014/7/26 00:00,,,,2013/8/28 00:00,TRUE,1,2,,,B
122664,2013/8/18 00:00,,,,,2013/8/28 00:00,TRUE,1,2,,,B
