1,2,3,4,5,6,7
5023111,N,,2000/7/20 00:00,,,A
5023112,N,,2000/7/20 00:00,,,A
5023110,N,,2000/7/20 00:00,,,A
5023114,N,,2000/7/20 00:00,,,A
5023121,N,,2000/7/20 00:00,,,A
10046031,C,C,2001/12/10 00:00,2種原因以上,,B
10046195,N,,2000/8/3 00:00,,,B
10046267,C,C,2001/12/1 00:00,2種原因以上,,B
10046142,N,,2001/12/15 00:00,,,B
10046087,C,C,2002/1/10 00:00,2種原因以上,,B
10046223,C,C,2002/1/10 00:00,2種原因以上,,B
10046118,C,C,2001/12/10 00:00,2種原因以上,,B
5022335,C,C,2000/8/28 00:00,其他原因,,A
10046073,C,C,2001/12/30 00:00,2種原因以上,,B
5022353,C,C,2000/6/1 00:00,其他原因,,A
5022374,C,C,2000/6/1 00:00,其他原因,,A
5022391,C,C,2000/6/1 00:00,其他原因,,A
5022987,N,,2000/5/19 00:00,,,A
10046066,C,C,2000/11/30 00:00,2種原因以上,,B
11469,C,C,2000/6/1 00:00,其他原因,,A
5023053,N,,2000/6/22 00:00,,,A
5023056,N,,2000/6/22 00:00,,,A
10046082,N,,2000/9/1 00:00,,,B
5022359,C,C,2000/8/1 00:00,其他原因,,A
10046019,N,,2000/9/1 00:00,,,B
10046023,N,,2000/9/1 00:00,,,B
10046118,N,,2000/9/1 00:00,,,B
10046202,N,,2000/9/3 00:00,,,B
10046262,N,,2002/2/18 00:00,,,B
10046093,C,C,2002/3/1 00:00,2種原因以上,,B
10046136,C,C,2001/8/1 00:00,2種原因以上,,B
10046049,C,C,2001/8/1 00:00,2種原因以上,,B
10046070,C,C,2001/8/1 00:00,2種原因以上,,B
10046079,C,C,2001/8/1 00:00,2種原因以上,,B
10046076,n,,2000/10/25 00:00,,,B
5022356,C,30,2000/10/27 00:00,,,A
10046191,C,C,2001/8/1 00:00,2種原因以上,,B
10046029,C,C,2002/6/10 00:00,2種原因以上,,B
10046034,C,C,2002/3/1 00:00,2種原因以上,,B
10046274,C,C,2002/7/1 00:00,2種原因以上,,B
10046254,N,,2002/2/18 00:00,,,B
10046288,N,,2002/2/18 00:00,,,B
10046220,D,20,2002/7/1 00:00,,,B
10046117,N,,2002/3/16 00:00,,,B
10046053,C,C,2002/4/1 00:00,2種原因以上,,B
10046071,D,20,2002/7/1 00:00,,,B
10046197,C,C,2002/3/5 00:00,2種原因以上,,B
10046058,C,C,2002/4/1 00:00,2種原因以上,,B
10046282,N,,2002/4/2 00:00,,,B
10046054,C,C,2002/4/10 00:00,2種原因以上,,B
10046194,C,C,2001/5/1 00:00,2種原因以上,,B
10046019,C,C,2000/9/10 00:00,2種原因以上,,B
10046023,C,C,2000/9/10 00:00,2種原因以上,,B
10046193,C,C,2001/12/10 00:00,2種原因以上,,B
10046232,N,,2001/4/18 00:00,,,B
10046132,C,C,2001/5/1 00:00,2種原因以上,,B
10046024,C,C,2001/5/1 00:00,2種原因以上,,B
10046228,N,,2002/4/2 00:00,,,B
10046257,N,,2002/4/2 00:00,,,B
10046065,C,C,2002/4/10 00:00,2種原因以上,,B
10046202,C,C,2002/4/10 00:00,2種原因以上,,B
10046184,C,C,2002/7/15 00:00,2種原因以上,,B
10046184,N,,2002/7/16 00:00,,,B
10046427,N,,2002/4/2 00:00,,,B
10046118,C,C,2000/9/19 00:00,2種原因以上,,B
10046082,C,C,2000/9/10 00:00,2種原因以上,,B
10046239,C,C,2002/7/10 00:00,2種原因以上,,B
10046094,C,C,2000/10/3 00:00,2種原因以上,,B
10046115,D,D,2000/10/3 00:00,其他疾病,,B
5022336,C,C,2000/10/3 00:00,其他原因,,A
10046098,C,C,2000/10/10 00:00,2種原因以上,,B
10046106,C,C,2001/5/1 00:00,2種原因以上,,B
10046146,C,C,2001/5/1 00:00,2種原因以上,,B
10046276,N,,2002/4/2 00:00,,,B
10046050,C,C,2002/4/10 00:00,2種原因以上,,B
10046096,C,C,2000/10/3 00:00,2種原因以上,,B
10046202,N,,2000/10/3 00:00,,,B
10046161,C,C,2000/10/10 00:00,2種原因以上,,B
5022851,C,C,2002/10/25 00:00,淘汰,,A
10046020,C,C,2002/8/10 00:00,2種原因以上,,B
10046229,N,,2002/4/2 00:00,,,B
10046206,C,C,2002/7/29 00:00,2種原因以上,,B
10046100,D,20,2002/8/1 00:00,,,B
10046032,C,C,2002/5/1 00:00,2種原因以上,,B
5023113,N,,2000/7/20 00:00,,,A
5023124,N,,2000/7/20 00:00,,,A
10046018,C,C,2001/5/1 00:00,2種原因以上,,B
5022337,C,C,2002/10/25 00:00,淘汰,,A
10046112,N,,2001/8/16 00:00,,,B
10046236,N,,2001/8/16 00:00,,,B
10046241,N,,2001/8/21 00:00,,,B
10046109,C,C,2000/8/3 00:00,2種原因以上,,B
10046119,D,30,2001/6/1 00:00,,,B
10046256,D,30,2001/6/1 00:00,,,B
10046220,N,,2002/8/17 00:00,,,B
10050777,N,,2001/5/23 00:00,,,B
10046179,D,20,2001/9/8 00:00,,,B
10046047,C,C,2000/10/10 00:00,2種原因以上,,B
10046184,C,C,2002/9/1 00:00,2種原因以上,,B
10046220,C,C,2002/9/1 00:00,2種原因以上,,B
10046135,D,30,2001/6/1 00:00,,,B
10046035,C,C,2002/8/7 00:00,2種原因以上,,B
10046100,N,,2002/8/17 00:00,,,B
10046068,C,C,2002/12/1 00:00,2種原因以上,,B
10046264,C,C,2002/12/1 00:00,2種原因以上,,B
10046196,N,,2000/10/3 00:00,,,B
10046042,C,C,2002/12/1 00:00,2種原因以上,,B
10046176,C,C,2002/12/1 00:00,2種原因以上,,B
10046276,C,C,2002/12/1 00:00,2種原因以上,,B
10046195,N,,2000/10/3 00:00,,,B
10046078,C,C,2000/10/10 00:00,2種原因以上,,B
10046112,D,30,2002/9/1 00:00,,,B
10046111,C,C,2002/12/10 00:00,2種原因以上,,B
10046198,N,,2000/12/29 00:00,,,B
10046188,C,C,2000/12/30 00:00,2種原因以上,,B
10046022,C,C,2000/9/3 00:00,2種原因以上,,B
10046116,N,,2000/12/29 00:00,,,B
10046172,C,C,2000/12/30 00:00,2種原因以上,,B
10046031,D,30,2001/9/1 00:00,,,B
10046118,N,,2000/12/29 00:00,,,B
10046177,C,C,2000/12/30 00:00,2種原因以上,,B
91122448,C,C,2003/11/20 00:00,2種原因以上,,B
10046222,C,C,2001/9/30 00:00,2種原因以上,,B
10046178,C,C,2001/9/28 00:00,2種原因以上,,B
10046171,C,C,2001/10/1 00:00,2種原因以上,,B
10046189,C,C,2001/10/10 00:00,2種原因以上,,B
10046248,n,,2000/12/29 00:00,,,B
10046251,N,,2001/1/16 00:00,,,B
10046225,N,,2001/6/18 00:00,,,B
10046019,N,,2000/12/29 00:00,,,B
10046023,N,,2000/12/29 00:00,,,B
10046023,C,C,2000/12/30 00:00,2種原因以上,,B
10046283,N,,2001/1/16 00:00,,,B
10046112,D,30,2001/7/1 00:00,,,B
10046135,C,C,2001/7/1 00:00,2種原因以上,,B
10046236,D,30,2001/7/1 00:00,,,B
10046063,C,C,2001/7/1 00:00,其他原因,,B
10046289,D,30,2001/7/1 00:00,,,B
10046254,D,20,2001/1/15 00:00,,,B
5023051,D,20,2002/11/5 00:00,,,A
5023051,N,,2002/11/17 00:00,,,A
10046072,C,C,2001/2/1 00:00,2種原因以上,,B
10046091,D,30,2001/7/1 00:00,,,B
10046196,C,C,2001/7/1 00:00,2種原因以上,,B
10046256,C,C,2001/7/1 00:00,2種原因以上,,B
10046269,N,,2001/1/16 00:00,,,B
10046262,D,20,2001/2/1 00:00,,,B
10046133,C,C,2001/9/30 00:00,2種原因以上,,B
91122431,C,C,2003/11/20 00:00,2種原因以上,,B
10046272,N,,2001/1/15 00:00,,,B
10016052,C,C,2001/7/1 00:00,2種原因以上,,B
10046038,N,,2001/7/1 00:00,,,B
10046230,C,C,2001/7/1 00:00,2種原因以上,,B
10046198,C,C,2001/8/1 00:00,2種原因以上,,B
10046119,C,C,2001/7/1 00:00,2種原因以上,,B
10046163,C,C,2001/7/1 00:00,2種原因以上,,B
10046208,C,C,2001/7/1 00:00,2種原因以上,,B
10046434,C,C,2001/7/1 00:00,其他原因,,B
10046056,N,,2001/8/16 00:00,,,B
10046027,C,C,2002/3/10 00:00,2種原因以上,,B
10046067,C,C,2002/12/1 00:00,2種原因以上,,B
10046100,C,C,2002/12/1 00:00,2種原因以上,,B
10046124,C,C,2002/12/1 00:00,2種原因以上,,B
5023059,C,C,2003/5/20 00:00,其他原因,,A
5022372,C,C,2003/5/30 00:00,其他原因,,A
10046164,C,C,2002/12/10 00:00,2種原因以上,,B
5024342,C,C,2003/5/20 00:00,其他原因,,A
10046224,C,C,2003/6/1 00:00,2種原因以上,,B
10046246,C,C,2003/6/1 00:00,2種原因以上,,B
5026313,C,C,2003/5/30 00:00,其他原因,,A
10046252,D,20,2003/6/1 00:00,,,B
10046120,C,C,2003/7/1 00:00,2種原因以上,,B
91122440,C,C,2003/5/30 00:00,2種原因以上,,B
10046127,C,C,2003/6/1 00:00,2種原因以上,,B
5023113,D,20,2002/11/5 00:00,,,A
10046151,C,C,2002/8/1 00:00,2種原因以上,,B
5022855,C,C,2003/12/8 00:00,生殖道問題,,A
10046129,C,C,2001/10/1 00:00,2種原因以上,,B
86051921,C,32,2003/6/26 00:00,,,A
5022358,C,C,2003/5/30 00:00,其他原因,,A
5023249,C,C,2003/5/30 00:00,其他原因,,A
10046071,C,C,2004/12/1 00:00,2種原因以上,,B
10046213,C,C,2004/12/1 00:00,2種原因以上,,B
90122392,C,C,2004/12/1 00:00,2種原因以上,,B
10046205,D,20,2003/1/10 00:00,,,B
10046260,N,,2003/1/14 00:00,,,B
10046179,N,,2001/10/15 00:00,,,B
5022348,C,C,2003/5/30 00:00,其他原因,,A
5023454,C,30,2003/11/28 00:00,,,A
91129135,D,20,2003/11/28 00:00,,,B
10046212,C,C,2001/10/10 00:00,2種原因以上,,B
87051618,C,32,2003/12/10 00:00,,,A
91051394,D,20,2003/12/11 00:00,,,A
91129184,D,20,2003/12/21 00:00,,,B
5024341,C,C,2003/12/22 00:00,代謝疾病,,A
91129188,D,20,2003/12/25 00:00,,,B
10046062,C,C,2004/12/1 00:00,2種原因以上,,B
10046138,C,C,2001/10/17 00:00,2種原因以上,,B
10046229,C,C,2003/12/20 00:00,2種原因以上,,B
5023247,N,,2004/12/10 00:00,,,A
10046157,C,C,2001/10/17 00:00,2種原因以上,,B
10046126,C,C,2002/8/10 00:00,2種原因以上,,B
10046025,C,C,2001/2/1 00:00,2種原因以上,,B
10046166,C,C,2001/2/1 00:00,2種原因以上,,B
10046207,C,C,2001/2/1 00:00,2種原因以上,,B
10046229,N,,2001/1/16 00:00,,,B
10046192,C,C,2001/9/1 00:00,其他原因,,B
10046019,C,C,2001/2/1 00:00,2種原因以上,,B
10046232,D,20,2001/2/17 00:00,,,B
10046217,N,,2001/2/20 00:00,,,B
10046201,N,,2001/2/20 00:00,,,B
10046285,N,,2001/2/20 00:00,,,B
10046071,N,,2002/10/15 00:00,,,B
5022850,N,,2004/6/9 00:00,,,A
86184783,D,30,2004/6/10 00:00,,,C
10046237,C,C,2003/7/1 00:00,2種原因以上,,B
87183292,D,30,2004/6/10 00:00,,,C
5023247,D,20,2004/6/9 00:00,,,A
10046230,N,,2001/2/20 00:00,,,B
10046239,N,,2001/2/20 00:00,,,B
10046246,N,,2001/2/20 00:00,,,B
10046265,N,,2001/2/20 00:00,,,B
10046276,N,,2001/2/20 00:00,,,B
87051429,C,32,2004/12/20 00:00,,,A
91051360,C,32,2004/12/20 00:00,,,A
88051715,C,C,2004/12/15 00:00,蹄的問題,,A
10048931,C,C,2001/11/10 00:00,淘汰,,B
91051336,C,C,2004/7/10 00:00,其他原因,,A
5022387,C,C,2004/7/13 00:00,其他原因,,A
91051355,C,C,2003/7/23 00:00,其他原因,,A
90182968,D,30,2005/1/10 00:00,,,C
10046252,N,,2003/6/12 00:00,,,B
91129151,C,C,2004/12/25 00:00,2種原因以上,,B
92184018,C,C,2004/12/25 00:00,其他原因,,C
10046101,C,C,2003/7/1 00:00,2種原因以上,,B
10046097,C,C,2003/8/1 00:00,2種原因以上,,B
10046289,N,,2002/10/15 00:00,,,B
90182923,N,,2004/6/10 00:00,,,C
10046092,C,C,2004/12/25 00:00,2種原因以上,,B
5024333,C,C,2004/7/1 00:00,其他原因,,A
10046142,C,C,2004/7/5 00:00,2種原因以上,,B
10046268,C,C,2004/12/1 00:00,2種原因以上,,B
5023252,C,C,2004/12/20 00:00,其他原因,,A
5024340,C,32,2004/12/20 00:00,,,A
5026312,C,32,2004/12/20 00:00,,,A
86184772,C,C,2005/1/3 00:00,淘汰,,C
87183294,C,C,2005/1/3 00:00,淘汰,,C
5023113,N,,2002/11/17 00:00,,,A
91051361,C,C,2005/1/8 00:00,其他原因,,A
10046162,C,C,2002/12/1 00:00,2種原因以上,,B
10046110,C,C,2003/2/28 00:00,2種原因以上,,B
90122401,C,C,2003/12/1 00:00,2種原因以上,,B
91051362,C,C,2003/7/30 00:00,其他原因,,A
10046122,C,C,2003/12/25 00:00,2種原因以上,,B
5022368,C,C,2003/12/8 00:00,生殖道問題,,A
10046142,N,,2003/12/9 00:00,,,B
10046225,C,C,2003/12/25 00:00,2種原因以上,,B
10046142,N,,2004/1/6 00:00,,,B
10046225,C,C,2004/1/6 00:00,2種原因以上,,B
91122429,D,20,2003/11/28 00:00,,,B
10046153,D,20,2001/10/1 00:00,,,B
10046286,C,C,2003/2/20 00:00,2種原因以上,,B
87183279,D,30,2004/7/10 00:00,,,C
91129135,N,,2004/1/5 00:00,,,B
10050243,C,C,2004/1/10 00:00,2種原因以上,,B
10046017,C,C,2004/8/1 00:00,2種原因以上,,B
10046083,C,C,2004/8/1 00:00,2種原因以上,,B
10046254,C,C,2004/8/1 00:00,2種原因以上,,B
10046236,C,C,2003/3/10 00:00,2種原因以上,,B
90182996,D,30,2004/2/8 00:00,,,C
10046283,C,C,2003/2/20 00:00,2種原因以上,,B
91122431,D,20,2003/3/20 00:00,,,B
90122351,C,C,2003/3/25 00:00,2種原因以上,,B
91051362,N,,2004/2/19 00:00,,,A
10046175,C,C,2004/7/5 00:00,2種原因以上,,B
87183292,N,,2004/7/10 00:00,,,C
10046061,C,C,2004/8/1 00:00,2種原因以上,,B
10046128,C,C,2004/8/1 00:00,2種原因以上,,B
10046217,C,C,2004/8/10 00:00,2種原因以上,,B
10046088,C,C,2003/3/10 00:00,2種原因以上,,B
91051343,C,C,2003/12/22 00:00,其他原因,,A
10046243,C,C,2004/1/10 00:00,2種原因以上,,B
90122351,C,C,2003/4/5 00:00,2種原因以上,,B
86184773,D,30,2004/7/10 00:00,,,C
86184783,N,,2004/7/10 00:00,,,C
91051394,N,,2004/7/12 00:00,,,A
10050225,C,C,2004/8/1 00:00,2種原因以上,,B
10046198,N,,2001/1/16 00:00,,,B
10046088,N,,2003/3/14 00:00,,,B
10050234,C,C,2004/8/1 00:00,2種原因以上,,B
90122392,D,20,2003/3/18 00:00,,,B
10046055,C,C,2001/2/1 00:00,2種原因以上,,B
10046056,D,30,2001/7/1 00:00,,,B
89181746,D,20,2004/2/15 00:00,,,C
5026312,N,,2004/2/19 00:00,,,A
10046205,C,C,2003/3/10 00:00,2種原因以上,,B
91122425,D,20,2003/3/20 00:00,,,B
90122392,N,,2003/4/12 00:00,,,B
10046165,C,C,2004/8/1 00:00,2種原因以上,,B
10061460,C,C,2004/8/1 00:00,2種原因以上,,B
90122334,C,C,2004/8/1 00:00,2種原因以上,,B
91129164,C,C,2004/8/1 00:00,2種原因以上,,B
92051450,C,C,2004/8/6 00:00,其他原因,,A
5024345,N,,2004/2/19 00:00,,,A
91129132,D,20,2004/2/28 00:00,,,B
10046204,C,C,2003/3/13 00:00,2種原因以上,,B
91129152,D,20,2004/2/28 00:00,,,B
91129152,N,,2004/3/10 00:00,,,B
10046259,C,C,2003/4/28 00:00,2種原因以上,,B
5023051,N,,2003/5/1 00:00,,,A
11938,C,C,2004/2/1 00:00,其他原因,,A
91129184,N,,2004/2/7 00:00,,,B
91129188,N,,2004/2/7 00:00,,,B
5026313,N,,2004/2/19 00:00,,,A
5026316,N,,2004/2/19 00:00,,,A
90122351,N,,2003/4/12 00:00,,,B
91122431,N,,2003/4/12 00:00,,,B
90122351,C,C,2003/4/21 00:00,2種原因以上,,B
5023052,N,,2004/3/8 00:00,,,A
90182996,N,,2004/3/10 00:00,,,C
10046104,C,C,2004/8/1 00:00,2種原因以上,,B
10046105,C,C,2004/8/1 00:00,2種原因以上,,B
10046125,C,C,2004/8/1 00:00,2種原因以上,,B
10050238,C,C,2004/8/1 00:00,2種原因以上,,B
10050275,C,C,2004/8/1 00:00,2種原因以上,,B
5022913,C,32,2004/9/9 00:00,,,A
5023047,C,C,2004/9/9 00:00,其他原因,,A
5023050,C,32,2004/9/9 00:00,,,A
5023453,D,20,2004/7/30 00:00,,,A
5023453,N,,2004/8/9 00:00,,,A
91122425,N,,2003/4/12 00:00,,,B
5022346,C,C,2003/5/1 00:00,其他原因,,A
5022408,C,C,2003/5/1 00:00,其他原因,,A
5022409,C,C,2003/5/1 00:00,其他原因,,A
10036090,C,C,2004/8/10 00:00,2種原因以上,,B
5023046,D,D,2004/8/6 00:00,內寄生蟲,,A
5022850,C,32,2004/8/10 00:00,,,A
86184773,N,,2004/8/10 00:00,,,C
5022369,D,20,2004/4/1 00:00,,,A
91129132,N,,2004/3/10 00:00,,,B
5022911,C,C,2004/4/9 00:00,蹄的問題,,A
89181746,N,,2004/3/10 00:00,,,C
91129138,N,,2004/3/10 00:00,,,B
5026316,D,20,2004/3/1 00:00,,,A
11938,C,C,2004/3/9 00:00,其他原因,,A
87051622,C,C,2003/9/2 00:00,其他原因,,A
5023115,C,32,2004/9/9 00:00,,,A
10046148,C,C,2003/10/1 00:00,2種原因以上,,B
5026316,N,,2004/3/30 00:00,,2013/8/29 00:00,A
91122405,D,20,2003/1/19 00:00,,,B
5023056,D,30,2003/12/10 00:00,,,A
5024336,D,20,2003/12/16 00:00,,,A
10046225,D,20,2001/2/7 00:00,,,B
10046288,D,20,2001/2/7 00:00,,,B
10046260,D,20,2001/2/10 00:00,,,B
10046289,N,,2001/2/20 00:00,,,B
88051720,C,32,2004/9/9 00:00,,,A
5024350,C,C,2004/9/10 00:00,淘汰,,A
89181710,C,C,2004/9/16 00:00,淘汰,,C
92184018,D,30,2004/9/16 00:00,,,C
92184022,D,30,2004/9/16 00:00,,,C
91122429,D,20,2003/12/28 00:00,,,B
91122429,N,,2004/1/5 00:00,,,B
90182968,N,,2005/2/14 00:00,,,C
10046232,C,C,2005/3/1 00:00,2種原因以上,,B
10046232,D,20,2001/2/27 00:00,,,B
91051325,N,,2005/6/26 00:00,,,A
10046153,C,C,2004/12/25 00:00,2種原因以上,,B
10046219,C,C,2004/12/25 00:00,2種原因以上,,B
10046153,N,,2001/10/15 00:00,,,B
5023453,C,32,2005/7/2 00:00,,,A
91051334,C,32,2004/4/24 00:00,,,A
85182838,D,30,2005/2/14 00:00,,,C
10046103,C,C,2005/2/20 00:00,2種原因以上,,B
91122444,C,C,2005/2/19 00:00,2種原因以上,,B
85182829,C,C,2005/2/25 00:00,淘汰,,C
5022853,C,30,2004/4/9 00:00,,,A
90182958,D,30,2004/4/9 00:00,,,C
89181711,C,C,2004/4/15 00:00,淘汰,,C
5022909,C,C,2003/9/17 00:00,其他原因,,A
93053230,C,C,2005/7/1 00:00,其他原因,,A
5022369,D,20,2003/9/27 00:00,,,A
91129164,D,20,2003/9/30 00:00,,,B
10046149,C,C,2003/10/8 00:00,2種原因以上,,B
10046279,C,C,2003/10/8 00:00,2種原因以上,,B
10046149,N,,2003/10/9 00:00,,,B
5023052,D,20,2003/10/9 00:00,,,A
91129164,N,,2003/10/9 00:00,,,B
10046028,C,C,2003/10/1 00:00,2種原因以上,,B
90182958,N,,2004/5/10 00:00,,,C
5011924,C,C,2003/9/25 00:00,蹄的問題,,A
10046130,C,C,2003/10/1 00:00,2種原因以上,,B
10046278,C,C,2003/10/1 00:00,2種原因以上,,B
10050228,C,C,2003/10/1 00:00,2種原因以上,,B
89181746,C,C,2005/2/25 00:00,淘汰,,C
5022369,N,,2003/10/13 00:00,,,A
5022369,N,,2004/4/7 00:00,,,A
5023052,C,30,2004/4/9 00:00,,,A
5023111,C,C,2004/4/29 00:00,蹄的問題,,A
87051618,C,C,2003/9/25 00:00,蹄的問題,,A
5026316,D,20,2003/9/28 00:00,,,A
91051344,C,C,2004/4/7 00:00,淘汰,,A
5026313,C,C,2004/4/9 00:00,其他原因,,A
90182923,D,30,2004/5/10 00:00,,,C
5022850,D,20,2004/5/9 00:00,,,A
5022360,C,C,2003/10/26 00:00,蹄的問題,,A
10046064,C,C,2001/10/30 00:00,2種原因以上,,B
10046038,C,C,2003/10/25 00:00,2種原因以上,,B
10046198,N,,2001/2/20 00:00,,,B
87183279,N,,2004/9/16 00:00,,,C
89181722,C,C,2004/9/28 00:00,淘汰,,C
90182942,D,30,2004/9/16 00:00,,,C
91129164,N,,2004/9/17 00:00,,,B
5022406,C,C,2004/9/25 00:00,淘汰,,A
5023375,C,C,2004/9/9 00:00,其他原因,,A
91051394,C,C,2004/9/9 00:00,蹄的問題,,A
10046105,N,,2004/9/13 00:00,,,B
91122414,C,C,2004/9/30 00:00,2種原因以上,,B
90182942,N,,2004/10/10 00:00,,,C
91129167,D,20,2003/10/20 00:00,,,B
5023057,C,C,2003/11/3 00:00,蹄的問題,,A
91129167,N,,2003/11/8 00:00,,,B
